dataset,path,original_class,label,included_six_class,width,height,mode,sha256,file_size,duplicate_group_size,is_exact_duplicate,cross_label_conflict,within_dataset_duplicate_rank,eligible_after_dedup
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper10.jpg,paper,paper,True,512,384,RGB,a662ba456e386945b85e1a6e6f36406e509fabd4ce75345fa3b765ec2815ca81,20039,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_680.jpg,paper,paper,True,512,384,RGB,a665df39b1e0ce2e3526531e26f9967a91ef4d98eff7058b8947b2c45d106b8d,14102,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper646.jpg,paper,paper,True,512,384,RGB,a665df39b1e0ce2e3526531e26f9967a91ef4d98eff7058b8947b2c45d106b8d,14102,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper257.jpg,paper,paper,True,512,384,RGB,a665df39b1e0ce2e3526531e26f9967a91ef4d98eff7058b8947b2c45d106b8d,14102,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1154.jpg,clothes,,False,533,400,RGB,a668991b568365bfca6b7cc785717a77abbc946735f82440ceba0d900f3b991a,23304,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes1752.jpg,clothes,,False,533,400,RGB,a668991b568365bfca6b7cc785717a77abbc946735f82440ceba0d900f3b991a,23304,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_395.jpg,paper,paper,True,200,252,RGB,a6757c9c1552e6dcd0a0e12fae57358b3b36b1aaff54f2df0000cb52ab91a9db,15799,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper974.jpg,paper,paper,True,200,252,RGB,a6757c9c1552e6dcd0a0e12fae57358b3b36b1aaff54f2df0000cb52ab91a9db,15799,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_598.jpg,shoes,,False,275,183,RGB,a67590e70fc679b6e9ade2704056193575a84fdf64f32bf7680ee03f6b9f0f9c,4738,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1703.jpg,shoes,,False,275,183,RGB,a67590e70fc679b6e9ade2704056193575a84fdf64f32bf7680ee03f6b9f0f9c,4738,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_375.jpg,shoes,,False,400,711,RGB,a680b4ea8e7a38993f360313d83ea2d6a7b0359be03bc163a0bbd2464cc6cf34,35379,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1832.jpg,shoes,,False,400,711,RGB,a680b4ea8e7a38993f360313d83ea2d6a7b0359be03bc163a0bbd2464cc6cf34,35379,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1142.jpg,glass,glass,True,225,225,RGB,a685ed8691256b38840cc88f161f1fcf7c9fda893df135ce334321aece2fef9f,5803,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass488.jpg,brown-glass,glass,True,225,225,RGB,a685ed8691256b38840cc88f161f1fcf7c9fda893df135ce334321aece2fef9f,5803,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal33.jpg,metal,metal,True,512,384,RGB,a686ac7ebf082b096d362654713571ded683da0355f6a8bfd58bfd96498dfa3d,19820,2,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/metal/metal115.jpg,metal,metal,True,512,384,RGB,a686ac7ebf082b096d362654713571ded683da0355f6a8bfd58bfd96498dfa3d,19820,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1372.jpg,clothes,,False,400,533,RGB,a68a4b7ed5a6f0a03631879aeb4bcf4561bc3a68abaa93355738d04d924f171d,42182,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2557.jpg,clothes,,False,400,533,RGB,a68a4b7ed5a6f0a03631879aeb4bcf4561bc3a68abaa93355738d04d924f171d,42182,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_151.jpg,trash,trash,True,225,225,RGB,a6903df1d03fde10c42e0e5102135cfd1c4144ed8bded5cb10ff87ea1225548f,6053,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/trash/trash106.jpg,trash,trash,True,225,225,RGB,a6903df1d03fde10c42e0e5102135cfd1c4144ed8bded5cb10ff87ea1225548f,6053,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_343.jpg,metal,metal,True,512,384,RGB,a6912d622b544a06d59817d8c956f9c3d03142fbfbb4161a56708fe95cb5e9c8,16972,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal267.jpg,metal,metal,True,512,384,RGB,a6912d622b544a06d59817d8c956f9c3d03142fbfbb4161a56708fe95cb5e9c8,16972,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/metal/metal305.jpg,metal,metal,True,512,384,RGB,a6912d622b544a06d59817d8c956f9c3d03142fbfbb4161a56708fe95cb5e9c8,16972,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1219.jpg,glass,glass,True,225,225,RGB,a6a0a42b2a6a6b6df92532a3ef08f67c0ac9961a1bc5148dd93a21fdd8d0ed3d,9365,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass226.jpg,brown-glass,glass,True,225,225,RGB,a6a0a42b2a6a6b6df92532a3ef08f67c0ac9961a1bc5148dd93a21fdd8d0ed3d,9365,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_434.jpg,biological,,False,259,194,RGB,a6a87ccdc88c7460134ac22548b1950610eddab15d3d91497de6b7bc559fd232,8734,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological553.jpg,biological,,False,259,194,RGB,a6a87ccdc88c7460134ac22548b1950610eddab15d3d91497de6b7bc559fd232,8734,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_936.jpg,plastic,plastic,True,512,384,RGB,a6aacb0d7b62bb26619618f2a15c88260dee68801abf72987c22e21f7cb87a85,13894,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic183.jpg,plastic,plastic,True,512,384,RGB,a6aacb0d7b62bb26619618f2a15c88260dee68801abf72987c22e21f7cb87a85,13894,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic350.jpg,plastic,plastic,True,512,384,RGB,a6aacb0d7b62bb26619618f2a15c88260dee68801abf72987c22e21f7cb87a85,13894,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_130.jpg,cardboard,cardboard,True,512,384,RGB,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04,12535,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard748.jpg,cardboard,cardboard,True,512,384,RGB,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04,12535,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/cardboard/cardboard169.jpg,cardboard,cardboard,True,512,384,RGB,a6b0a3670259dd8027b06e87ae292e8eca1c87634d785e8949a42c7d19709f04,12535,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_565.jpg,battery,,False,255,198,RGB,a6b1bf392b81f58b41a85f5299fdc7fcf47c080a900774c30aaa82121c076d64,4860,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery207.jpg,battery,,False,255,198,RGB,a6b1bf392b81f58b41a85f5299fdc7fcf47c080a900774c30aaa82121c076d64,4860,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_921.jpg,cardboard,cardboard,True,512,384,RGB,a6b2370bb703f31cbf1e79ab9ef3e7f716a4579493b058a61fca85e37ae7157e,15835,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard135.jpg,cardboard,cardboard,True,512,384,RGB,a6b2370bb703f31cbf1e79ab9ef3e7f716a4579493b058a61fca85e37ae7157e,15835,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/cardboard/cardboard118.jpg,cardboard,cardboard,True,512,384,RGB,a6b2370bb703f31cbf1e79ab9ef3e7f716a4579493b058a61fca85e37ae7157e,15835,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1007.jpg,plastic,plastic,True,512,384,RGB,a6b5c0650a6b5b6f2117fa074bc95b7766eebdf6fe27f177dcd9554458e58516,10717,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic773.jpg,plastic,plastic,True,512,384,RGB,a6b5c0650a6b5b6f2117fa074bc95b7766eebdf6fe27f177dcd9554458e58516,10717,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic140.jpg,plastic,plastic,True,512,384,RGB,a6b5c0650a6b5b6f2117fa074bc95b7766eebdf6fe27f177dcd9554458e58516,10717,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1280.jpg,paper,paper,True,512,384,RGB,a6b659138d8904930078cbcf24bf0793e5778b58614238b823a764b05f199e0f,35774,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper783.jpg,paper,paper,True,512,384,RGB,a6b659138d8904930078cbcf24bf0793e5778b58614238b823a764b05f199e0f,35774,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper369.jpg,paper,paper,True,512,384,RGB,a6b659138d8904930078cbcf24bf0793e5778b58614238b823a764b05f199e0f,35774,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_977.jpg,cardboard,cardboard,True,275,183,RGB,a6b80542f6a01532562b34792849cc1a9c33c7d53b5d3f143db5f64ad070aeab,8165,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard460.jpg,cardboard,cardboard,True,275,183,RGB,a6b80542f6a01532562b34792849cc1a9c33c7d53b5d3f143db5f64ad070aeab,8165,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_469.jpg,biological,,False,259,194,RGB,a6b87e77e957a52dae471f0edf6cfc2e02caf21b36684f7d5347332b6f928408,7587,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological179.jpg,biological,,False,259,194,RGB,a6b87e77e957a52dae471f0edf6cfc2e02caf21b36684f7d5347332b6f928408,7587,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_761.jpg,metal,metal,True,236,213,RGB,a6bcc23cac24264eab20875f7250adf42f43a738e10d25a5004ccd479bdf435e,6749,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal557.jpg,metal,metal,True,236,213,RGB,a6bcc23cac24264eab20875f7250adf42f43a738e10d25a5004ccd479bdf435e,6749,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_796.jpg,cardboard,cardboard,True,259,194,RGB,a6c19aa215203bd0fd72daf1a7cc361d5c5e5dabe61e73aa3096a8ebe58844f1,3219,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard607.jpg,cardboard,cardboard,True,259,194,RGB,a6c19aa215203bd0fd72daf1a7cc361d5c5e5dabe61e73aa3096a8ebe58844f1,3219,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_306.jpg,shoes,,False,225,225,RGB,a6c308f914c648622908b7208576545894e62f7cb3d3ec7a0e339fa3ccf260f7,4717,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1327.jpg,shoes,,False,225,225,RGB,a6c308f914c648622908b7208576545894e62f7cb3d3ec7a0e339fa3ccf260f7,4717,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1111.jpg,plastic,plastic,True,275,183,RGB,a6c52e919189c2e58c9a769bed921262787f76c5a0aaeae92f852347c7e6a109,9349,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic573.jpg,plastic,plastic,True,275,183,RGB,a6c52e919189c2e58c9a769bed921262787f76c5a0aaeae92f852347c7e6a109,9349,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_480.jpg,metal,metal,True,232,217,RGB,a6ca25b346a8a963357558b00804888cfee6c3b587671d5de64cfb19f0641d33,9298,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal628.jpg,metal,metal,True,232,217,RGB,a6ca25b346a8a963357558b00804888cfee6c3b587671d5de64cfb19f0641d33,9298,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_622.jpg,shoes,,False,400,533,RGB,a6d16f54de11a87e33e9ed00d9c65b23af0a7357003acef0b83a1caad0a17f17,32737,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1903.jpg,shoes,,False,400,533,RGB,a6d16f54de11a87e33e9ed00d9c65b23af0a7357003acef0b83a1caad0a17f17,32737,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1146.jpg,cardboard,cardboard,True,512,384,RGB,a6d3fd0f1fe12e064594e598ea1ebf4bf2357d3aeb657aff74302b129f003664,12895,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard20.jpg,cardboard,cardboard,True,512,384,RGB,a6d3fd0f1fe12e064594e598ea1ebf4bf2357d3aeb657aff74302b129f003664,12895,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/cardboard/cardboard202.jpg,cardboard,cardboard,True,512,384,RGB,a6d3fd0f1fe12e064594e598ea1ebf4bf2357d3aeb657aff74302b129f003664,12895,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1378.jpg,clothes,,False,400,533,RGB,a6ea66d8cbe38dcbceec83d90a02941ec392df7757a487a27d1894d3ed37d4e0,41912,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes4579.jpg,clothes,,False,400,533,RGB,a6ea66d8cbe38dcbceec83d90a02941ec392df7757a487a27d1894d3ed37d4e0,41912,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1232.jpg,glass,glass,True,248,203,RGB,a6f199a6e7b73b4eba35e96a701e9d5cba75955db8cb03ab1ba15ef4456ca56f,5546,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass83.jpg,green-glass,glass,True,248,203,RGB,a6f199a6e7b73b4eba35e96a701e9d5cba75955db8cb03ab1ba15ef4456ca56f,5546,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_810.jpg,shoes,,False,225,225,RGB,a6f87ab6db5810e9b12f4030039a8cb604920f5d9b0b06e40cf0d6aa3ca99e0c,4771,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1201.jpg,shoes,,False,225,225,RGB,a6f87ab6db5810e9b12f4030039a8cb604920f5d9b0b06e40cf0d6aa3ca99e0c,4771,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1176.jpg,paper,paper,True,512,384,RGB,a6fa00996e9716a707d8d2fcf7479706b0b23d76a095b9d55f7679d01cb39c3b,29813,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper605.jpg,paper,paper,True,512,384,RGB,a6fa00996e9716a707d8d2fcf7479706b0b23d76a095b9d55f7679d01cb39c3b,29813,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper224.jpg,paper,paper,True,512,384,RGB,a6fa00996e9716a707d8d2fcf7479706b0b23d76a095b9d55f7679d01cb39c3b,29813,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_489.jpg,cardboard,cardboard,True,224,225,RGB,a702576bcae5e7be885456467849de710651a284155c9cff2d6fdf833b5b0cab,3689,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard448.jpg,cardboard,cardboard,True,224,225,RGB,a702576bcae5e7be885456467849de710651a284155c9cff2d6fdf833b5b0cab,3689,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1355.jpg,clothes,,False,400,534,RGB,a72100e46c32c99c77247e3955de8f78b7972501fa99aeb8310160f22f3bde6c,18460,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes1797.jpg,clothes,,False,400,534,RGB,a72100e46c32c99c77247e3955de8f78b7972501fa99aeb8310160f22f3bde6c,18460,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_469.jpg,glass,glass,True,251,201,RGB,a7228b29568ecec8b05e348aae1e70d3ca33bd2b8b5b9b979b09267eaa5e31b7,1708,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass410.jpg,white-glass,glass,True,251,201,RGB,a7228b29568ecec8b05e348aae1e70d3ca33bd2b8b5b9b979b09267eaa5e31b7,1708,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_380.jpg,battery,,False,275,183,RGB,a7229e8d8f99d03da6bd91998e1e40a206db67914322d97450b3a17d20b66830,2106,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery718.jpg,battery,,False,275,183,RGB,a7229e8d8f99d03da6bd91998e1e40a206db67914322d97450b3a17d20b66830,2106,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_388.jpg,battery,,False,259,195,RGB,a72e82da326d5e73dbedbfd047298293a6b25ea65b92b0ad26a5cd70acf20931,6624,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery450.jpg,battery,,False,259,195,RGB,a72e82da326d5e73dbedbfd047298293a6b25ea65b92b0ad26a5cd70acf20931,6624,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_896.jpg,clothes,,False,400,533,RGB,a73e8e95ad650bdfd8517a583cfdf8ddc257984d787fbc0d485db69e0595c524,22977,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes5184.jpg,clothes,,False,400,533,RGB,a73e8e95ad650bdfd8517a583cfdf8ddc257984d787fbc0d485db69e0595c524,22977,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_134.jpg,plastic,plastic,True,512,384,RGB,a757686547b448c242c69d29e0d275202d88c38f90da022f0b9be25e86b87542,11506,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic260.jpg,plastic,plastic,True,512,384,RGB,a757686547b448c242c69d29e0d275202d88c38f90da022f0b9be25e86b87542,11506,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic406.jpg,plastic,plastic,True,512,384,RGB,a757686547b448c242c69d29e0d275202d88c38f90da022f0b9be25e86b87542,11506,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_419.jpg,clothes,,False,400,533,RGB,a7588e183c8a9612368c84cf9d75101f726183a7644ed222f361266c7f22316b,43489,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2914.jpg,clothes,,False,400,533,RGB,a7588e183c8a9612368c84cf9d75101f726183a7644ed222f361266c7f22316b,43489,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_355.jpg,clothes,,False,400,533,RGB,a7598ef661e35592ba008fdadcfbd51ef5dd7f93c12a11aafd8f69d4618dff9e,30060,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes701.jpg,clothes,,False,400,533,RGB,a7598ef661e35592ba008fdadcfbd51ef5dd7f93c12a11aafd8f69d4618dff9e,30060,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_968.jpg,clothes,,False,400,533,RGB,a759a69d520e48107f58b496ef3eb2349364342170967d19ec5143740b809568,13706,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes4529.jpg,clothes,,False,400,533,RGB,a759a69d520e48107f58b496ef3eb2349364342170967d19ec5143740b809568,13706,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_22.jpg,clothes,,False,400,533,RGB,a75a40d49f87034cbc3038d265f9859516fdaecde479a4ce8eb538378332b22d,22184,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes1408.jpg,clothes,,False,400,533,RGB,a75a40d49f87034cbc3038d265f9859516fdaecde479a4ce8eb538378332b22d,22184,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1197.jpg,glass,glass,True,225,225,RGB,a77b5ae7a8c6db9f8e65ef324e307566837771f026855b4f5d1b2aae0271e8c2,6685,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass498.jpg,white-glass,glass,True,225,225,RGB,a77b5ae7a8c6db9f8e65ef324e307566837771f026855b4f5d1b2aae0271e8c2,6685,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_169.jpg,plastic,plastic,True,204,247,RGB,a7807e9eba587c75d200cb23a24367db3b2d85f6e0f0b5abe8555f0de89ea34d,8328,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic675.jpg,plastic,plastic,True,204,247,RGB,a7807e9eba587c75d200cb23a24367db3b2d85f6e0f0b5abe8555f0de89ea34d,8328,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_156.jpg,battery,,False,225,225,RGB,a78b74d33aff3914c7bcd2fb4a8cde8af54c7b4c71e7ca56433c161137178144,3676,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery324.jpg,battery,,False,225,225,RGB,a78b74d33aff3914c7bcd2fb4a8cde8af54c7b4c71e7ca56433c161137178144,3676,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_319.jpg,clothes,,False,400,533,RGB,a793205cbd6cbcdc58146e273ba17298d845bee9ffe7dbb6424ac70071b55c8c,26141,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes4206.jpg,clothes,,False,400,533,RGB,a793205cbd6cbcdc58146e273ba17298d845bee9ffe7dbb6424ac70071b55c8c,26141,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_467.jpg,biological,,False,194,260,RGB,a79a4999a4a3ae09fe2cc6f714bb614b4902f54a0f6888305ba0e63dac832b85,4583,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological85.jpg,biological,,False,194,260,RGB,a79a4999a4a3ae09fe2cc6f714bb614b4902f54a0f6888305ba0e63dac832b85,4583,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_570.jpg,clothes,,False,400,431,RGB,a79fa400df237c3fbb070c4cc74281bbf875764a035f0dd2eb2c57af1dee30b1,25171,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2968.jpg,clothes,,False,400,431,RGB,a79fa400df237c3fbb070c4cc74281bbf875764a035f0dd2eb2c57af1dee30b1,25171,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass154.jpg,brown-glass,glass,True,512,384,RGB,a7a226107ccdaeddbeb8e7397180d1f352ed98ac9a4ba1db83b000732a656b15,17020,2,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass151.jpg,glass,glass,True,512,384,RGB,a7a226107ccdaeddbeb8e7397180d1f352ed98ac9a4ba1db83b000732a656b15,17020,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_213.jpg,glass,glass,True,512,384,RGB,a7b12b1cdc0e41d0d77c7e4dbfe941926307b047b5bbe60c2aef87676f50252d,24004,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass103.jpg,white-glass,glass,True,512,384,RGB,a7b12b1cdc0e41d0d77c7e4dbfe941926307b047b5bbe60c2aef87676f50252d,24004,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass35.jpg,glass,glass,True,512,384,RGB,a7b12b1cdc0e41d0d77c7e4dbfe941926307b047b5bbe60c2aef87676f50252d,24004,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_9.jpg,clothes,,False,400,533,RGB,a7c1e70fea1552d42236eb348d953b8ba990934c15c063e98501c889b1b40ad7,23781,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes782.jpg,clothes,,False,400,533,RGB,a7c1e70fea1552d42236eb348d953b8ba990934c15c063e98501c889b1b40ad7,23781,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_871.jpg,cardboard,cardboard,True,225,225,RGB,a7d418bff5fcfb82b04015bac32b3956f1f498df5e53f472a14beb927160e809,6775,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard596.jpg,cardboard,cardboard,True,225,225,RGB,a7d418bff5fcfb82b04015bac32b3956f1f498df5e53f472a14beb927160e809,6775,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_795.jpg,metal,metal,True,512,384,RGB,a7df0104bb93ac924ae1117df3ba3efde224cba388a060dc7846977e69bf5241,14796,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal365.jpg,metal,metal,True,512,384,RGB,a7df0104bb93ac924ae1117df3ba3efde224cba388a060dc7846977e69bf5241,14796,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/metal/metal385.jpg,metal,metal,True,512,384,RGB,a7df0104bb93ac924ae1117df3ba3efde224cba388a060dc7846977e69bf5241,14796,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_27.jpg,clothes,,False,400,533,RGB,a7df5ac66f5a33cdc25b8291a1fdb286480b03ee903eba37315d877ed8dce4b1,40279,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes305.jpg,clothes,,False,400,533,RGB,a7df5ac66f5a33cdc25b8291a1fdb286480b03ee903eba37315d877ed8dce4b1,40279,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_275.jpg,biological,,False,259,194,RGB,a7e6a037371e00a8dbb97df47f4221b69a9b012b2e63f5764917068274d18cdb,9730,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological731.jpg,biological,,False,259,194,RGB,a7e6a037371e00a8dbb97df47f4221b69a9b012b2e63f5764917068274d18cdb,9730,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_772.jpg,paper,paper,True,512,384,RGB,a7ecdf4d6267cf7b4893e57e62b6b7b802810d6e93f6228a88e2415beabaa6b5,56565,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper930.jpg,paper,paper,True,512,384,RGB,a7ecdf4d6267cf7b4893e57e62b6b7b802810d6e93f6228a88e2415beabaa6b5,56565,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper488.jpg,paper,paper,True,512,384,RGB,a7ecdf4d6267cf7b4893e57e62b6b7b802810d6e93f6228a88e2415beabaa6b5,56565,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_133.jpg,glass,glass,True,225,225,RGB,a7f16cf656e74ba1350b5e9afdf51c5791145265fc11305bcc4394fde4272146,2782,2,True,False,0,True
